distance,angle,shot_first_time,shot_open_goal,under_pressure,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Right Foot,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_technique_Normal,shot_technique_Volley,shot_technique_Half Volley,shot_technique_Lob,gk_distance,defenders_in_path,is_goal
6.041522986797291,61.854435895052056,0,0,1,True,False,False,False,False,True,False,False,False,False,1.341640786499877,1,0
23.235533133543548,17.733001786714205,0,0,0,False,False,True,False,True,False,True,False,False,False,2.0615528128088343,3,0
34.40755730940516,10.348843748307656,0,0,0,False,False,True,False,False,True,True,False,False,False,3.3541019662496847,5,0
10.017983829094554,37.14579875031782,0,0,1,True,False,False,False,False,True,False,False,False,False,3.1400636936215154,1,0
8.914033879226627,44.59984728068634,1,0,0,False,True,False,False,False,True,False,True,False,False,8.005623023850173,0,0
21.936727194365165,13.12344918072341,1,0,0,False,True,False,False,False,True,True,False,False,False,7.851751396981446,1,0
24.446063077722755,16.142285099764546,0,0,1,False,False,True,False,False,True,False,False,True,False,1.526433752247371,5,0
18.39836949297409,22.1727027951903,0,0,0,False,True,False,False,False,True,True,False,False,False,1.526433752247371,1,0
37.64797471312367,10.947572800415184,0,0,0,False,True,False,False,False,True,True,False,False,False,5.4230987451825055,1,0
24.24417455802527,16.53810419455058,0,0,0,False,True,False,False,False,True,True,False,False,False,2.1840329667841507,4,0
25.63220630378899,16.173129950035275,0,0,0,False,True,False,False,True,False,True,False,False,False,1.769180601295413,7,0
8.780091115700339,14.188873017879892,0,0,1,False,True,False,False,False,True,False,False,True,False,3.827531841800928,1,0
6.824954212300618,49.45776883097514,1,0,0,False,False,True,False,False,True,True,False,False,False,3.4132096331751995,0,0
16.00781059358212,24.041385010366664,1,0,0,False,False,True,False,False,True,False,False,True,False,4.785394445602158,3,0
21.21155345560528,19.56983624824675,1,0,0,False,True,False,False,False,True,True,False,False,False,4.509988913511872,3,0
26.037665025881257,15.980816743505963,0,0,0,False,True,False,False,False,True,True,False,False,False,1.8788294228055948,1,0
11.778370006074695,15.349489658003003,0,0,1,True,False,False,False,False,True,False,False,False,False,5.685947590331802,0,0
7.397972695272669,52.2769389420549,1,0,0,False,True,False,False,False,True,True,False,False,False,1.118033988749895,2,0
32.626676202150904,12.372943885378843,1,0,0,False,False,True,False,False,True,True,False,False,False,1.3928388277184094,4,0
26.63174797117155,12.169393419894188,0,0,1,False,False,True,False,False,True,True,False,False,False,3.041381265149115,4,0
24.439312592624205,15.951917354959376,0,0,0,False,False,True,False,False,True,True,False,False,False,2.370653918225935,4,0
9.52942810456116,38.45909137624236,1,0,0,False,False,True,False,False,True,False,True,False,False,2.941088233970555,1,0
25.22399651125888,16.062827136270464,0,0,0,False,False,True,False,False,True,True,False,False,False,2.529822128134708,3,0
11.672617529928756,31.78485351599372,0,0,1,True,False,False,False,False,True,True,False,False,False,1.886796226411316,1,0
31.296325662927263,13.259778819129105,1,0,0,False,True,False,False,False,True,False,True,False,False,1.414213562373101,1,0
